sense_id,status_pre_aug,status_post_aug
oewn-antiaircraft__1.06.00..,artifact,artifact
oewn-antibacterial__1.06.00..,artifact,artifact
oewn-antibiotic__1.06.00..,artifact,artifact
oewn-antibody__1.27.00..,artifact,artifact
oewn-anticipated__5.00.00.expected.00,artifact,artifact
oewn-anticipation__1.12.00..,artifact,artifact
oewn-anticonvulsant__1.06.00..,artifact,artifact
oewn-antifreeze__1.27.00..,artifact,artifact
oewn-antigen__1.27.00..,background,background
oewn-antineoplastic__1.06.00..,artifact,artifact
oewn-antioxidant__1.27.00..,artifact,artifact
oewn-antipathy__1.12.00..,background,background
oewn-antiphon__1.10.00..,background,background
oewn-antipyretic__1.06.00..,artifact,artifact
oewn-antiquated__5.00.00.old.01,artifact,artifact
oewn-antiquity__1.06.00..,background,background
oewn-antiquity__1.28.00..,artifact,artifact
oewn-antiseptic__1.06.00..,artifact,artifact
oewn-antisocial__5.00.00.unsociable.00,artifact,artifact
oewn-anus__1.08.00..,artifact,artifact
oewn-anxiety__1.26.00..,background,background
oewn-anxious__5.00.00.eager.00,artifact,artifact
oewn-anxious__5.00.00.troubled.00,artifact,artifact
oewn-anxiously__4.02.00..,artifact,artifact
oewn-anywhere__4.02.00..,closed,closed
oewn-aorta__1.08.00..,background,background
oewn-apart__4.02.03..,closed,closed
oewn-apart__4.02.07..,closed,closed
oewn-apart__5.00.00.separate.00,closed,closed
oewn-apart__5.00.00.unconnected.00,closed,closed
oewn-apartment__1.06.00..,artifact,artifact
oewn-apathetic__5.00.00.spiritless.00,artifact,artifact
oewn-apatite__1.27.00..,graph_data,graph_data
oewn-aperitif__1.13.00..,artifact,artifact
oewn-aperture__1.06.00..,artifact,background
oewn-aperture__1.06.01..,artifact,artifact
oewn-apex__1.15.00..,closed,closed
oewn-apex__1.15.01..,artifact,artifact
oewn-apical__5.00.00.top.00,background,background
oewn-apocryphal__3.01.00..,artifact,artifact
oewn-apostle__1.18.00..,artifact,artifact
oewn-apothecary__1.18.00..,artifact,artifact
oewn-apparatus__1.06.00..,artifact,artifact
oewn-apparent__5.00.00.obvious.00,background,background
oewn-apparently__4.02.00..,artifact,background
oewn-appeal__1.04.00..,graph_data,graph_data
oewn-appeal__1.10.00..,artifact,artifact
oewn-appealing__3.00.00..,artifact,artifact
oewn-appear__2.30.01..,artifact,artifact
oewn-appear__2.39.00..,artifact,artifact
oewn-appear__2.39.01..,artifact,artifact
oewn-appearance__1.04.00..,background,background
oewn-appearance__1.04.01..,background,background
oewn-appearance__1.04.02..,background,background
oewn-appearance__1.07.00..,background,background
oewn-appearing__1.04.00..,background,background
oewn-appellant__1.18.00..,artifact,artifact
oewn-appellation__1.10.00..,artifact,artifact
oewn-appendage__1.08.00..,background,background
oewn-appendage__1.08.01..,artifact,artifact
oewn-appetite__1.12.00..,background,background
oewn-appetizer__1.13.00..,artifact,artifact
oewn-applause__1.10.00..,artifact,artifact
oewn-apple__1.13.00..,closed,closed
oewn-applesauce__1.13.00..,artifact,artifact
oewn-appliance__1.06.01..,artifact,artifact
oewn-applicable__5.00.00.relevant.00,artifact,artifact
oewn-applicant__1.18.00..,artifact,artifact
oewn-application__1.04.00..,artifact,artifact
oewn-application__1.04.02..,artifact,artifact
oewn-application__1.06.00..,artifact,artifact
oewn-application__1.10.01..,artifact,artifact
oewn-apply__2.34.00..,artifact,artifact
oewn-apply__2.35.00..,artifact,artifact
oewn-apply__2.41.06..,artifact,artifact
oewn-appoint__2.41.01..,artifact,artifact
oewn-appointed__3.00.02..,artifact,artifact
oewn-appointment__1.04.00..,artifact,artifact
oewn-apportioning__1.04.00..,artifact,artifact
oewn-apposition__1.24.00..,artifact,artifact
oewn-appraisal__1.09.00..,artifact,artifact
oewn-appraising__5.00.00.critical.02,circular,circular
oewn-appreciable__5.00.00.considerable.00,background,background
oewn-appreciation__1.09.00..,artifact,artifact
oewn-appreciation__1.09.01..,artifact,artifact
oewn-apprehended__5.00.00.understood.00,background,background
oewn-apprehension__1.12.00..,artifact,artifact
oewn-appressed__5.00.00.close.01,artifact,artifact
oewn-approach__1.04.02..,artifact,artifact
oewn-approach__1.15.00..,artifact,artifact
oewn-approach__2.38.00..,background,background
oewn-approaching__1.11.00..,artifact,artifact
oewn-appropriate__2.31.00..,artifact,artifact
oewn-appropriate__3.00.00..,background,background
oewn-appropriate__5.00.01.fit.02,artifact,artifact
oewn-appropriateness__1.07.01..,artifact,artifact
oewn-appropriation__1.21.00..,artifact,artifact
oewn-approval__1.04.02..,background,background
oewn-approval__1.10.00..,background,background
oewn-approval__1.12.00..,background,background
oewn-approval__1.26.00..,background,background
oewn-approve__2.32.00..,closed,closed
oewn-approved__5.00.00.authorized.00,artifact,artifact
oewn-approving__1.04.00..,artifact,background
oewn-approving__5.00.00.favorable.02,artifact,artifact
oewn-approximate__2.42.00..,artifact,background
oewn-apron__1.06.00..,artifact,artifact
oewn-aptitude__1.09.00..,background,background
oewn-aquarium__1.06.00..,artifact,artifact
oewn-aquatic__1.20.00..,background,background
oewn-aquila__1.17.00..,artifact,artifact
oewn-arab__1.18.00..,artifact,artifact
oewn-arabic__1.10.00..,artifact,artifact
oewn-arable__5.00.00.productive.00,artifact,artifact
oewn-arachnid__1.05.00..,artifact,artifact
oewn-aragonite__1.27.00..,background,background
oewn-aramaic__1.10.01..,artifact,artifact
oewn-arbitrage__1.04.00..,background,background
oewn-arbitrageur__1.18.00..,artifact,artifact
oewn-arbitrary__3.00.00..,artifact,artifact
oewn-arch__1.06.00..,closed,closed
oewn-arch__1.25.00..,closed,closed
oewn-arch__2.38.00..,closed,closed
oewn-arch__5.00.00.superior.01,closed,closed
oewn-archaic__5.00.00.old.01,artifact,artifact
oewn-archbishop__1.18.00..,artifact,artifact
oewn-archegonium__1.20.00..,artifact,artifact
oewn-archeologist__1.18.00..,artifact,artifact
oewn-archeology__1.09.00..,artifact,artifact
oewn-archer__1.18.00..,artifact,artifact
oewn-archery__1.04.00..,artifact,artifact
oewn-archil__1.20.01..,background,background
oewn-archil__1.27.00..,background,background
oewn-arching__5.00.00.curved.00,closed,closed
oewn-archipelago__1.17.00..,background,background
oewn-architect__1.18.00..,artifact,background
oewn-architectural__3.01.00..,artifact,artifact
oewn-architecture__1.06.00..,artifact,artifact
oewn-architecture__1.07.00..,artifact,artifact
oewn-architecture__1.09.00..,artifact,artifact
oewn-arctic__1.06.00..,artifact,artifact
oewn-arctic__1.15.00..,artifact,artifact
oewn-ardent__5.00.00.passionate.00,background,background
oewn-ardently__4.02.00..,background,background
oewn-area__1.06.00..,background,background
oewn-area__1.07.00..,background,background
oewn-area__1.08.00..,background,background
oewn-area__1.15.01..,background,background
oewn-area__1.26.00..,background,background
oewn-arena__1.15.00..,artifact,artifact
oewn-argentite__1.27.00..,artifact,artifact
oewn-argonauts__1.18.01..,artifact,artifact
oewn-argue__2.32.02..,closed,closed
oewn-arguing__1.10.00..,artifact,artifact
oewn-argument__1.09.01..,artifact,artifact
oewn-argument__1.10.01..,artifact,artifact
oewn-argument__1.10.02..,artifact,artifact
oewn-argument__1.10.03..,artifact,artifact
oewn-argyrodite__1.27.00..,artifact,artifact
oewn-arid__5.00.00.dry.01,artifact,artifact
oewn-arise__2.42.00..,artifact,artifact
oewn-arithmetic__1.09.00..,artifact,artifact
oewn-armament__1.06.00..,artifact,artifact
oewn-armature__1.06.00..,artifact,artifact
oewn-armchair__1.06.00..,artifact,artifact
oewn-armed__3.00.01..,artifact,artifact
oewn-armenian__1.18.00..,artifact,artifact
oewn-armhole__1.06.00..,background,background
oewn-armor__1.14.00..,background,background
oewn-armored__3.00.01..,artifact,artifact
oewn-armpit__1.08.00..,artifact,artifact
oewn-arms__1.06.00..,artifact,artifact
oewn-army__1.14.00..,artifact,artifact
oewn-aromatic__3.01.00..,artifact,artifact
oewn-aromatic__5.00.00.fragrant.00,artifact,artifact
oewn-around__4.02.01..,artifact,artifact
oewn-around__4.02.02..,artifact,artifact
oewn-around__4.02.03..,artifact,artifact
oewn-around__4.02.06..,artifact,artifact
oewn-around__4.02.07..,artifact,artifact
oewn-arousal__1.26.00..,artifact,artifact
oewn-arouse__2.37.00..,background,background
oewn-arouse__2.37.01..,artifact,artifact
oewn-aroused__5.00.00.awakened.00,closed,closed
oewn-aroused__5.00.00.excited.00,closed,closed
oewn-aroused__5.00.00.sexy.00,closed,closed
oewn-arrange__2.35.00..,artifact,artifact
oewn-arranged__3.00.00..,circular,circular
oewn-arranged__5.00.01.organized.02,artifact,artifact
oewn-arrangement__1.04.01..,artifact,artifact
oewn-arrangement__1.07.00..,artifact,artifact
oewn-arrangement__1.09.01..,artifact,artifact
oewn-arrangement__1.10.00..,artifact,artifact
oewn-arrangement__1.14.00..,artifact,artifact
oewn-array__1.14.00..,artifact,artifact
oewn-arrest__1.04.00..,artifact,artifact
oewn-arrival__1.04.00..,artifact,artifact
oewn-arrival__1.18.00..,closed,closed
oewn-arrive__2.38.00..,background,background
oewn-arrive__2.41.00..,background,background
oewn-arrogance__1.07.00..,artifact,artifact
oewn-arrogant__5.00.00.proud.00,background,background
oewn-arrow__1.06.00..,artifact,artifact
oewn-arrow__1.10.00..,artifact,artifact
oewn-arrowhead__1.06.00..,artifact,artifact
oewn-arrowroot__1.20.00..,background,background
oewn-arrowroot__1.27.00..,background,background
oewn-arsenopyrite__1.27.00..,artifact,artifact
oewn-arson__1.04.00..,artifact,artifact
oewn-artery__1.08.00..,artifact,artifact
oewn-arthropod__1.05.00..,background,background
oewn-article__1.10.00..,artifact,artifact
oewn-articulate__2.40.00..,artifact,artifact
oewn-articulate__3.00.00..,artifact,artifact
oewn-articulated__3.00.00..,background,background
oewn-articulation__1.10.00..,background,background
oewn-articulatory__3.01.00..,background,background
oewn-artifact__1.03.00..,background,background
oewn-artificial__3.00.00..,artifact,artifact
oewn-artificial__5.00.00.affected.01,artifact,artifact
oewn-artificial__5.00.00.inorganic.02,artifact,artifact
oewn-artificiality__1.07.00..,artifact,artifact
oewn-artificially__4.02.00..,artifact,artifact
oewn-artillery__1.06.00..,artifact,artifact
oewn-artisan__1.18.00..,artifact,artifact
oewn-artist__1.18.00..,artifact,artifact
oewn-artistic__3.01.00..,artifact,artifact
oewn-artistic__5.00.00.aesthetic.00,artifact,artifact
oewn-artistically__4.02.00..,artifact,artifact
oewn-arts__1.09.00..,artifact,artifact
oewn-artwork__1.10.00..,background,background
oewn-asbestos__1.27.00..,background,background
oewn-asbestosis__1.26.00..,artifact,artifact
oewn-ascend__2.38.02..,background,background
oewn-ascendancy__1.26.00..,artifact,background
oewn-ascending__1.04.00..,artifact,artifact
oewn-ascent__1.17.00..,artifact,artifact
oewn-ascertain__2.32.01..,artifact,artifact
oewn-ascribe__2.31.00..,closed,closed
oewn-asexual__3.00.00..,background,background
oewn-asexually__4.02.00..,background,background
oewn-ashamed__3.00.00..,artifact,artifact
oewn-ashore__4.02.00..,background,background
oewn-asia__1.14.00..,artifact,artifact
oewn-asia__1.17.00..,artifact,artifact
oewn-asian__1.18.00..,artifact,artifact
oewn-asiatic__1.18.00..,artifact,artifact
oewn-asking__1.10.00..,artifact,artifact
oewn-asleep__3.00.00..,closed,closed
oewn-aspect__1.09.00..,background,background
oewn-aspect__1.24.00..,background,background
oewn-asphalt__1.27.01..,artifact,artifact
oewn-asphalt__1.27.02..,artifact,artifact
oewn-asphalt__2.35.00..,closed,closed
oewn-aspiring__5.00.00.ambitious.00,artifact,artifact
oewn-assassinated__5.00.00.dead.01,artifact,artifact
oewn-assassination__1.10.01..,artifact,artifact
oewn-assault__2.33.00..,artifact,artifact
oewn-assay__1.09.00..,artifact,artifact
oewn-assemblage__1.14.00..,closed,closed
oewn-assemblage__1.14.01..,artifact,artifact
oewn-assemble__2.41.03..,closed,closed
oewn-assembling__1.04.00..,artifact,background
oewn-assembly__1.06.00..,artifact,artifact
oewn-assent__2.32.00..,artifact,artifact
oewn-assert__2.32.00..,artifact,artifact
oewn-assert__2.32.01..,artifact,artifact
oewn-asserted__5.00.01.declared.00,artifact,artifact
oewn-asserting__3.00.00..,background,background
oewn-assertion__1.10.00..,background,background
oewn-assertion__1.10.01..,background,background
oewn-assertive__3.00.00..,artifact,artifact
oewn-assess__2.31.00..,artifact,artifact
oewn-asset__1.07.00..,artifact,artifact
oewn-assets__1.21.00..,artifact,artifact
oewn-assign__2.40.01..,background,background
oewn-assign__2.40.02..,background,background
oewn-assign__2.41.00..,background,background
oewn-assigned__3.00.00..,artifact,artifact
oewn-assigning__1.04.00..,artifact,background
oewn-assignment__1.04.00..,artifact,artifact
oewn-assimilable__5.00.00.digestible.00,artifact,artifact
oewn-assimilation__1.26.00..,artifact,artifact
oewn-assist__1.04.01..,artifact,artifact
oewn-assistant__1.18.00..,artifact,artifact
oewn-assisted__3.00.00..,artifact,background
oewn-associate__1.18.00..,artifact,artifact
oewn-association__1.14.00..,background,background
oewn-association__1.14.01..,artifact,artifact
oewn-association__1.24.00..,artifact,artifact
oewn-association__1.26.02..,artifact,artifact
oewn-associative__3.00.00..,background,background
oewn-assortment__1.14.00..,artifact,artifact
oewn-assume__2.30.00..,background,background
oewn-assume__2.31.00..,background,background
oewn-assume__2.40.00..,background,background
oewn-assumed__5.00.00.counterfeit.00,external,external
oewn-assuming__5.00.00.forward.02,background,background
oewn-assumption__1.09.00..,artifact,artifact
oewn-assumption__1.10.00..,artifact,artifact
oewn-assurance__1.09.00..,background,background
oewn-assured__5.00.00.confident.00,artifact,artifact
oewn-assyrian__1.10.00..,artifact,artifact
oewn-assyrian__1.18.00..,artifact,artifact
oewn-aster__1.08.00..,artifact,artifact
oewn-aster__1.20.00..,artifact,artifact
oewn-asthma__1.26.00..,artifact,artifact
oewn-astonishment__1.12.00..,artifact,artifact
oewn-astringent__1.06.00..,artifact,artifact
oewn-astrological__3.01.00..,artifact,artifact
oewn-astrology__1.09.00..,artifact,artifact
oewn-astute__5.00.00.smart.00,artifact,artifact
oewn-athenian__1.18.00..,artifact,artifact
oewn-athlete__1.18.00..,artifact,artifact
oewn-athletic__3.01.00..,artifact,artifact
oewn-athletics__1.11.00..,background,background
oewn-atlantic__1.17.00..,artifact,artifact
oewn-atlas__1.18.00..,artifact,artifact
oewn-atmosphere__1.15.00..,artifact,artifact
oewn-atmosphere__1.23.00..,graph_data,graph_data
oewn-atmosphere__1.26.00..,artifact,artifact
oewn-atmosphere__1.26.01..,artifact,artifact
oewn-atmospheric__3.01.00..,artifact,artifact
oewn-atom__1.27.00..,artifact,artifact
oewn-atom__1.27.01..,artifact,artifact
oewn-atomic__3.00.00..,artifact,artifact
oewn-atomic__3.01.00..,closed,closed
oewn-atonement__1.21.00..,background,background
oewn-attach__2.35.01..,artifact,artifact
oewn-attached__3.00.02..,artifact,artifact
oewn-attached__5.00.00.loving.00,artifact,artifact
oewn-attached__5.00.00.related.02,artifact,artifact
oewn-attachment__1.06.00..,artifact,artifact
oewn-attachment__1.12.00..,external,external
oewn-attack__1.04.00..,artifact,artifact
oewn-attack__1.04.03..,artifact,artifact
oewn-attack__1.04.04..,artifact,artifact
oewn-attack__2.30.00..,artifact,artifact
oewn-attack__2.32.00..,artifact,artifact
oewn-attack__2.33.00..,artifact,artifact
oewn-attack__2.33.02..,artifact,artifact
oewn-attacking__5.00.00.offensive.03,artifact,artifact
oewn-attain__2.41.00..,external,external
oewn-attainable__5.00.00.possible.00,artifact,artifact
oewn-attained__5.00.00.earned.00,closed,closed
oewn-attainment__1.04.00..,artifact,artifact
oewn-attempt__1.04.00..,background,background
oewn-attempt__2.36.00..,background,background
oewn-attempt__2.41.00..,background,background
oewn-attempted__5.00.00.unsuccessful.00,artifact,artifact
oewn-attend__2.42.00..,artifact,artifact
oewn-attendance__1.04.00..,artifact,background
oewn-attendant__1.18.00..,artifact,artifact
oewn-attended__3.00.00..,artifact,artifact
oewn-attending__1.09.00..,artifact,artifact
oewn-attention__1.04.01..,background,background
oewn-attention__1.09.00..,background,background
oewn-attention__1.09.01..,background,background
oewn-attention__1.09.02..,background,background
oewn-attentive__3.00.00..,background,background
oewn-attentively__4.02.00..,external,external
oewn-attest__2.32.01..,artifact,artifact
oewn-attire__1.06.00..,artifact,artifact
oewn-attitude__1.09.00..,artifact,background
